dz_label,overall_rank,income_deprivation_rank,employment_deprivation_rank,health_deprivation_rank,education_deprivation_rank,access_deprivation_rank,housing_deprivation_rank,crime_deprivation_rank
Data Zone S01003735,4159,4419,4943,2149,3852,2771,5188,2152
Data Zone S01003736,2075,2674,3023,582,1896,2084,3243,3100
Data Zone S01003737,2787,2562,3543,2119,3573,902,3442,4704
Data Zone S01003738,5512,5471,5447,4557,5829,1798,5783,4786
Data Zone S01003739,3613,4108,5227,5599,5248,2,1977,6257
Data Zone S01003740,2749,3316,3262,4138,3817,100,2111,5022
Data Zone S01003741,3252,4914,4043,4279,4859,10,2016,4315
Data Zone S01003742,4512,4252,4933,3330,5115,1310,3416,6091
Data Zone S01003743,3309,3989,5308,4927,3433,50,3440,2977
Data Zone S01003744,4249,5790,5556,5594,5206,34,2586,4707
Data Zone S01003745,4191,3793,4181,3300,4962,2808,1816,3325
Data Zone S01003746,3129,3474,4147,4530,5802,30,1078,5772
Data Zone S01003747,4200,4205,4732,3755,3301,1562,4605,4080
Data Zone S01003748,5295,4103,5482,3896,4781,5744,4594,4119
Data Zone S01003749,4483,3838,4348,3025,3331,5888,5411,4901
Data Zone S01003750,3808,4309,5051,4837,5313,130,2136,3323
Data Zone S01003751,4377,5459,5586,5377,3138,427,3687,2846
Data Zone S01003752,3423,4673,4506,3295,4655,78,1895,6265
Data Zone S01003753,4330,4665,5725,4728,4355,325,4037,4134
Data Zone S01003754,3500,3416,3718,3537,2515,3573,2550,2006
Data Zone S01003755,3766,4080,4312,3164,2688,4185,2106,813
Data Zone S01003756,4175,4883,5374,5409,4280,143,3492,5755
Data Zone S01003757,3475,4349,5399,4327,4534,17,2473,4656
Data Zone S01003758,2554,3537,4115,4452,3898,119,2611,101
Data Zone S01003759,3857,4156,5246,5103,3176,291,2679,4753
Data Zone S01003760,4760,5174,5690,5480,3971,542,3814,4619
Data Zone S01003761,2487,3338,3417,2567,3045,174,2557,2814
Data Zone S01003762,4181,5404,6079,5392,4373,37,2281,5943
Data Zone S01003763,2406,3164,3507,788,3765,671,2125,4024
Data Zone S01003764,3649,3340,4716,2923,2621,1729,4873,4516
Data Zone S01003765,2747,2651,2639,1518,3106,5919,4556,1887
Data Zone S01003766,4422,3932,4736,2969,3957,5015,3386,2259
Data Zone S01003767,4650,4052,4799,3201,3380,5854,4945,3196
Data Zone S01003768,3484,3986,4821,4224,4066,123,2035,6259
Data Zone S01003769,4418,4358,3901,4504,5276,1580,4192,3743
Data Zone S01003770,4519,4869,5664,6078,5615,115,4760,6003
Data Zone S01003771,4177,5100,5001,6073,3583,198,4402,4968
Data Zone S01003772,4325,4840,4896,6261,4079,255,3662,6323
Data Zone S01003773,2979,3941,3921,2778,4914,145,2882,2045
Data Zone S01003774,4210,5545,4776,3832,5442,265,2414,4388
Data Zone S01003775,4408,5154,5844,5276,5004,108,3763,5982
Data Zone S01003776,3582,4220,3736,5143,4466,222,3180,5041
Data Zone S01003777,3388,3935,3953,3884,3766,284,4560,5279
Data Zone S01003778,4081,4923,5775,4255,4550,341,4994,1084
Data Zone S01003779,3848,4896,5610,4535,5134,7,3600,5463
Data Zone S01003780,4332,5057,4945,4425,5491,221,5741,5635
Data Zone S01003781,5104,6038,5508,4879,5191,646,4359,4292
Data Zone S01003782,3896,5097,4754,6392,4693,38,1950,5124
Data Zone S01003783,2530,3572,2026,2115,2968,2279,4438,1051
Data Zone S01003784,5334,5173,6062,4635,5547,1043,6302,5312
Data Zone S01003785,4790,5451,4915,4424,4958,667,6358,5091
Data Zone S01003786,5416,5691,5433,4778,5122,1332,6294,5858
Data Zone S01003787,5226,5601,5693,5803,4836,855,5462,3807
Data Zone S01003788,4804,5464,4339,5305,4664,830,5664,5587
Data Zone S01003789,5950,6481,6219,5640,5682,1008,6316,6387
Data Zone S01003790,2086,2593,2665,2827,1120,1300,3092,1085
Data Zone S01003791,4099,4368,4289,3446,3637,1796,3797,3130
Data Zone S01003792,4454,4290,5070,3695,4329,1172,5485,4737
Data Zone S01003793,1127,1590,1726,589,1154,1675,1994,221
Data Zone S01003794,3350,4048,2271,4319,5420,1074,3839,2805
Data Zone S01003795,4521,5334,5521,5687,4621,243,3980,3777
Data Zone S01003796,796,976,802,954,630,2786,1992,826
Data Zone S01003797,2658,2961,2526,2332,2261,3080,1531,2801
Data Zone S01003798,5774,6053,5903,5085,5404,1510,6324,5337
Data Zone S01003799,6038,6091,5546,4798,5087,3831,4396,5781
Data Zone S01003800,2206,2408,2401,1140,2679,3923,3809,1121
Data Zone S01003801,2906,2633,2826,2976,2249,5089,2970,1818
Data Zone S01003802,4537,4030,4504,3599,3231,4724,5358,3792
Data Zone S01003803,4825,5597,5213,5090,5226,368,4313,6427
Data Zone S01003804,2539,2984,3323,2867,1556,865,3435,2998
Data Zone S01003805,1993,1646,2083,2405,2180,2990,3132,1515
Data Zone S01003806,3076,2734,3158,1514,3274,5686,4030,3417
Data Zone S01003807,6122,6040,5829,4202,4798,4809,5671,6362
Data Zone S01003808,2547,2302,2823,1047,3136,4680,4189,3573
Data Zone S01003809,2336,2369,2356,1776,1897,3283,4092,4419
Data Zone S01003810,4803,5003,3365,4179,5355,3059,5938,5110
Data Zone S01003811,5555,5828,5594,6061,5487,896,5615,6146
Data Zone S01003812,1534,1486,1544,940,2745,2361,3067,1801
Data Zone S01003813,5876,5580,5640,4444,4618,4540,5073,5262
Data Zone S01003814,6064,6009,5358,4782,5786,3938,5972,5075
Data Zone S01003815,2708,3118,2973,2587,3401,3639,2524,105
Data Zone S01003816,5459,5986,5842,5833,4787,773,5863,6297
Data Zone S01003817,1110,1117,1466,874,1168,1542,2268,1321
Data Zone S01003818,1833,1879,2836,1261,1079,2177,2009,2901
Data Zone S01003819,4398,4709,5077,3610,4951,633,5697,4775
Data Zone S01003820,4969,4477,4743,3952,4353,5251,2618,3018
Data Zone S01003821,2416,2817,2726,1383,1358,5382,2668,3045
Data Zone S01003822,2459,4168,3512,2605,560,1606,3633,1426
Data Zone S01003823,4468,3999,4006,3124,4740,5265,4733,2550
Data Zone S01003824,3547,4398,3770,2961,3478,4635,1062,263
Data Zone S01003825,4499,4237,5109,4707,2697,2365,5426,3240
Data Zone S01003826,2910,3849,2802,1107,3381,3849,4379,1589
Data Zone S01003827,4236,3885,4422,3125,4067,3929,4548,1893
Data Zone S01003828,4194,5127,4576,3793,5001,614,5534,2179
Data Zone S01003829,1910,2639,2578,1715,815,2556,1712,1017
Data Zone S01003830,2074,1910,2194,3364,1123,3299,2748,2007
Data Zone S01003831,4873,4819,4216,4746,3696,3227,3444,5230
Data Zone S01003832,3734,3533,2669,3036,4902,4660,4508,3032
Data Zone S01003833,1280,1233,947,997,2624,5768,883,1055
Data Zone S01003834,3233,3542,2624,2982,2580,3840,4856,3312
Data Zone S01003835,4829,5579,5014,4719,3908,926,3830,5508
Data Zone S01003836,2870,3584,2887,2996,1285,3030,3450,2581
Data Zone S01003837,1581,1598,1503,733,2996,5090,2602,901
Data Zone S01003838,3564,3679,3251,4155,2064,3007,4811,4217
Data Zone S01003839,949,1004,1323,633,1204,1866,2464,640
Data Zone S01003840,5647,5509,5548,4702,4821,3386,5125,3725
Data Zone S01003841,2597,3071,3675,4075,3198,48,1200,6119
Data Zone S01003842,4500,4513,4613,4067,4088,1325,5238,5381
Data Zone S01003843,4885,4884,5323,5770,5274,550,4675,5357
Data Zone S01003844,6216,5875,5717,5590,4626,4767,5623,6014
Data Zone S01003845,821,1169,801,240,1378,6369,1846,444
Data Zone S01003846,3591,4348,3944,4201,4351,234,3302,5708
Data Zone S01003847,3626,3120,3552,3083,2678,5476,3556,3539
Data Zone S01003848,5765,6014,5413,5065,4673,2327,6265,6295
Data Zone S01003849,298,731,221,112,540,5308,1557,188
Data Zone S01003850,4916,5033,4148,4188,3756,4338,4101,4061
Data Zone S01003851,5742,5747,5762,6002,4892,1457,6228,6446
Data Zone S01003852,4861,4881,5062,4492,3450,4036,5231,1290
Data Zone S01003853,479,1054,433,131,1269,5092,496,3
Data Zone S01003854,3603,2960,3808,2832,2953,6472,2878,2255
Data Zone S01003855,519,398,777,802,432,5012,1760,206
Data Zone S01003856,2019,2442,2379,2220,632,5345,2118,1482
Data Zone S01003857,3931,4425,4730,4640,4118,279,3009,5403
Data Zone S01003858,2489,2706,2844,3889,542,4838,1685,4158
Data Zone S01003859,6443,6227,6239,6478,5337,3806,5913,6133
Data Zone S01003860,32,128,49,31,70,2160,1693,51
Data Zone S01003861,5010,4842,4525,4071,4407,4154,2801,3909
Data Zone S01003862,106,106,316,257,85,934,1896,344
Data Zone S01003863,5974,5989,5455,5615,4997,2948,6164,5166
Data Zone S01003864,4538,4635,3632,4387,4354,2236,4373,5972
Data Zone S01003865,3240,3803,3422,4906,2659,523,4198,3935
Data Zone S01003866,3402,4751,4739,2901,3396,147,2921,5892
Data Zone S01003867,2219,1981,2099,2093,2119,3702,3336,3491
Data Zone S01003868,5080,6048,5183,6170,4849,443,4406,6311
Data Zone S01003869,3863,5289,5055,6246,4378,8,2023,5241
Data Zone S01003870,4388,4466,4391,4168,3014,2082,4923,5182
Data Zone S01003871,3334,4717,4387,4757,3399,47,1852,5885
Data Zone S01003872,4148,4750,4235,5153,5146,338,4710,4381
Data Zone S01003873,3394,3776,3992,4143,4210,251,2971,5568
Data Zone S01003874,4510,5912,6113,4743,3230,254,3494,5100
Data Zone S01003875,4464,4874,4520,6177,4785,454,2927,4944
Data Zone S01003876,4819,5652,5023,5818,4703,496,3589,4574
Data Zone S01003877,4754,5094,5071,6314,5254,414,3437,4603
Data Zone S01003878,1726,1897,2319,2204,848,2672,1825,983
Data Zone S01003879,5075,5209,4522,5656,5943,1137,5860,4254
Data Zone S01003880,4235,3967,5002,5512,3711,767,4213,3970
Data Zone S01003881,4883,4761,5363,5999,4264,728,5349,5768
Data Zone S01003882,1481,1504,935,2090,1882,4402,2337,1756
Data Zone S01003883,4252,4159,3613,4783,3104,3765,5092,2891
Data Zone S01003884,1478,1788,2049,2271,664,843,2191,2291
Data Zone S01003885,2767,2424,2866,4069,1667,3144,4650,2558
Data Zone S01003886,2819,2684,2403,2909,2147,3799,5016,4223
Data Zone S01003887,1463,1152,1326,1235,1713,5155,3806,3208
Data Zone S01003888,4944,5453,5655,5720,5377,350,4794,5129
Data Zone S01003889,4271,4745,4794,4646,2799,1169,3474,4044
Data Zone S01003890,6310,6092,5920,4853,5448,5839,6018,4115
Data Zone S01003891,5293,5085,4549,4633,4273,3816,4778,6109
Data Zone S01003892,3093,2720,4096,4106,1511,1602,4390,4526
Data Zone S01003893,5283,5016,4562,6276,4520,2346,5313,5217
Data Zone S01003894,2620,2433,2643,2651,2923,6483,2182,338
Data Zone S01003895,5044,5205,5176,5555,4435,1045,5644,4976
Data Zone S01003896,6065,6006,5679,5433,5868,2386,5691,6176
Data Zone S01003897,5112,4663,4961,5680,5566,1156,5535,6198
Data Zone S01003898,5971,4734,5765,5644,5658,4735,5910,4268
Data Zone S01003899,4274,4107,4099,4892,3691,2228,5389,2389
Data Zone S01003900,4570,3521,4291,4944,3550,5171,2279,4406
Data Zone S01003901,4146,3763,4835,4550,4180,844,4833,4530
Data Zone S01003902,4263,4012,3902,4326,4091,2011,4285,4792
Data Zone S01003903,4367,4794,5020,5906,5141,176,5330,5902
Data Zone S01003904,2851,2772,2876,2307,2442,5621,3935,1097
Data Zone S01003905,4731,5283,5158,5610,4771,346,5631,6136
Data Zone S01003906,3250,3135,3727,4180,1322,4566,3320,2061
Data Zone S01003907,867,684,1484,375,1398,5458,2247,183
Data Zone S01003908,2973,2906,3448,2348,1861,2790,4228,4333
Data Zone S01003909,5777,5607,5419,5498,5913,2520,5928,3484
Data Zone S01003910,2137,2546,3047,2842,1513,1209,2758,431
Data Zone S01003911,1991,2923,2085,2869,2557,72,2543,6487
Data Zone S01003912,4319,3747,3829,5624,4370,1880,4554,4209
Data Zone S01003913,4357,4811,5259,5287,4162,444,3547,3399
Data Zone S01003914,2374,3305,3658,1880,2909,105,1665,5740
Data Zone S01003915,2804,3088,3801,5018,3277,64,2939,4787
Data Zone S01003916,4486,5363,5796,5777,4342,127,3476,6449
Data Zone S01003917,3707,3586,4436,4232,3864,768,3937,2788
Data Zone S01003918,3908,4076,4131,4601,3716,984,4257,2710
Data Zone S01003919,1831,1936,1609,1975,2189,5561,2382,366
Data Zone S01003920,2682,2941,3013,2787,2425,3715,3801,258
Data Zone S01003921,2371,2219,2245,1322,3119,6031,4118,1945
Data Zone S01003922,970,1110,1446,1267,731,1347,4513,232
Data Zone S01003923,1486,1247,1744,2469,704,2971,4525,2442
Data Zone S01003924,375,269,383,854,660,1986,2847,829
Data Zone S01003925,2971,2381,3405,3012,2288,3205,4107,3131
Data Zone S01003926,688,648,1240,975,207,3562,1347,734
Data Zone S01003927,3825,4540,4545,4901,4230,270,4830,2532
Data Zone S01003928,1133,1473,984,1197,1247,1537,3607,1148
Data Zone S01003929,2630,2722,2298,2358,1922,4416,5945,2796
Data Zone S01003930,2334,2010,2501,2769,2126,2710,5293,2076
Data Zone S01003931,1517,1812,1713,2279,976,1573,3574,902
Data Zone S01003932,4232,3822,4932,4072,4190,1106,4841,4448
Data Zone S01003933,3209,4508,4156,5005,3774,11,1744,6331
Data Zone S01003934,3016,3449,3661,3846,2916,322,3616,4390
Data Zone S01003935,1219,1209,1637,2743,745,1005,4503,610
Data Zone S01003936,3932,4737,4035,4420,4227,318,5657,6182
Data Zone S01003937,797,702,908,2506,858,613,3990,856
Data Zone S01003938,3910,4813,4705,5694,3727,160,3218,4739
Data Zone S01003939,3539,3889,3794,6343,2826,331,5396,5687
Data Zone S01003940,1854,2059,1482,2390,2691,2371,4051,678
Data Zone S01003941,3377,3697,4166,4846,3097,274,3273,5812
Data Zone S01003942,2446,2225,2141,3358,1729,5232,4562,1978
Data Zone S01003943,2375,2029,2081,2821,2242,6104,4053,1502
Data Zone S01003944,3710,2999,3120,4257,3292,6349,3299,2215
Data Zone S01003945,5822,5142,5621,5504,4203,4766,4839,4843
Data Zone S01003946,3661,4384,3722,4412,3880,408,2951,5602
Data Zone S01003947,3967,4667,3662,6022,3540,563,3201,4962
Data Zone S01003948,3740,5310,4808,6349,4507,4,1006,5289
Data Zone S01003949,3115,3228,3516,4935,4124,191,2878,5779
Data Zone S01003950,4392,4235,4666,3582,4142,1942,3747,3997
Data Zone S01003951,4465,3872,4265,2725,5282,3207,4808,5512
Data Zone S01003952,3555,3708,4567,4354,5375,106,4900,5971
Data Zone S01003953,3474,3947,3846,5014,3333,323,4170,5281
Data Zone S01003954,3315,3429,3491,3354,4927,432,3914,6397
Data Zone S01003955,4193,3020,4446,4050,4312,6295,2122,1533
Data Zone S01003956,4933,3698,4540,5348,4208,4895,3972,4393
Data Zone S01003957,3391,3469,3817,3875,3571,582,3241,5951
Data Zone S01003958,3623,3632,3850,3560,2891,1547,3216,5146
Data Zone S01003959,3167,3825,3581,4261,4805,80,4281,5963
Data Zone S01003960,2846,3034,2542,1817,3422,2308,4506,4637
Data Zone S01003961,3228,2531,3172,3809,2832,4693,4079,2093
Data Zone S01003962,2517,2025,2269,3213,1777,4347,5963,4685
Data Zone S01003963,3677,4236,5074,5648,6099,9,2146,4334
Data Zone S01003964,4374,4948,4172,6042,4848,362,5092,6034
Data Zone S01003965,3189,3749,4811,5062,2991,63,2461,5077
Data Zone S01003966,2824,3497,2789,3863,2780,357,4496,5470
Data Zone S01003967,3289,3797,3496,4368,3904,326,1541,6379
Data Zone S01003968,2138,2574,2499,3406,2448,152,2277,5480
Data Zone S01003969,1799,2573,2032,2914,1758,118,2539,5285
Data Zone S01003970,3269,4026,4272,4824,5074,20,1458,6270
Data Zone S01003971,1301,1604,1913,1596,794,785,3266,1111
Data Zone S01003972,2351,3308,2597,2834,2924,131,3890,6038
Data Zone S01003973,3135,3565,4044,3736,3757,132,4089,6368
Data Zone S01003974,3015,3080,3377,3975,4762,223,2673,5632
Data Zone S01003975,3795,5068,4870,3888,4023,125,4237,4948
Data Zone S01003976,578,568,933,145,1381,2777,3259,349
Data Zone S01003977,288,445,420,157,586,2828,3319,48
Data Zone S01003978,918,1469,1168,396,769,4157,3000,160
Data Zone S01003979,2588,2472,3032,1648,1553,4605,4621,4124
Data Zone S01003980,3906,5681,5056,2995,3191,547,3827,1860
Data Zone S01003981,2619,3326,2437,1628,1792,5468,5181,1521
Data Zone S01003982,3251,3472,3547,1863,3024,5927,5477,729
Data Zone S01003983,4443,4072,4325,3324,4415,2937,6040,3682
Data Zone S01003984,1231,1436,898,1494,1911,6344,2863,74
Data Zone S01003985,404,300,925,162,343,3154,2771,1450
Data Zone S01003986,1668,1665,2074,962,927,5100,4326,3309
Data Zone S01003987,4242,4649,4795,3699,3855,681,5621,6321
Data Zone S01003988,2750,2796,3716,5376,4104,40,2149,5065
Data Zone S01003989,2988,3963,3272,2950,3776,204,3808,5935
Data Zone S01003990,2800,3203,3440,4616,3773,76,1574,6374
Data Zone S01003991,3297,3740,4114,2836,3388,540,4253,4490
Data Zone S01003992,3714,3606,3302,3350,3372,2668,5364,4236
Data Zone S01003993,3773,4692,4237,4546,4390,167,2963,6487
Data Zone S01003994,2815,3544,3763,3480,3294,205,2935,1990
Data Zone S01003995,3884,4657,4402,3910,3581,459,4767,4730
Data Zone S01003996,3998,4911,4427,3891,3528,475,4481,5640
Data Zone S01003997,1339,1388,1215,1587,1539,3746,4377,437
Data Zone S01003998,3412,3937,3058,3410,2779,3019,4824,1574
Data Zone S01003999,3801,3900,3576,3462,3585,5211,4903,543
Data Zone S01004000,2066,1903,2209,1769,2213,2467,3244,2781
Data Zone S01004001,2337,2494,2212,1948,1482,4932,3538,3649
Data Zone S01004002,2313,2632,2214,1603,3075,6406,3297,265
Data Zone S01004003,3928,3756,2824,4590,3661,4114,5911,2875
Data Zone S01004004,2476,2471,2373,3162,1347,3968,3004,3358
Data Zone S01004005,4449,4586,3182,4054,4258,5722,5451,2124
Data Zone S01004006,4692,3976,4692,4218,4026,4196,5278,2361
Data Zone S01004007,1564,1382,1830,1565,1698,5673,4715,174
Data Zone S01004008,3172,3627,3738,3429,3800,247,4068,6423
Data Zone S01004009,5132,5299,5566,4715,4315,1175,5996,5459
Data Zone S01004010,3724,4688,4500,4427,3498,161,5109,6455
Data Zone S01004011,4276,4579,3843,4605,5480,623,6032,6219
Data Zone S01004012,4324,4389,4766,3982,4468,1131,4871,3003
Data Zone S01004013,4683,5546,4215,5434,4457,775,5582,4480
Data Zone S01004014,5934,5116,5769,4301,6096,5081,5852,3629
Data Zone S01004015,5605,5651,5096,4318,6013,2560,6269,4458
Data Zone S01004016,4859,5352,3919,4378,4954,1648,5378,6221
Data Zone S01004017,5397,4391,4637,4240,6019,4957,4742,5442
Data Zone S01004018,5193,5395,4394,5385,4864,1697,6078,6261
Data Zone S01004019,5493,6181,5835,5726,5167,672,5598,6251
Data Zone S01004020,3568,3443,3380,2898,3664,2543,3507,4234
Data Zone S01004021,5632,6443,6203,5557,5830,534,6349,6159
Data Zone S01004022,4553,4291,3695,4682,5117,2068,4146,5417
Data Zone S01004023,3889,3989,4091,3750,4383,883,2314,5096
Data Zone S01004024,2502,3493,2913,1804,3311,569,1703,2617
Data Zone S01004025,921,1033,846,775,1106,3262,2960,946
Data Zone S01004026,1655,1648,1442,1574,1695,3453,1947,3204
Data Zone S01004027,1198,1373,858,1205,1725,4281,2116,810
Data Zone S01004028,512,821,558,409,332,3039,1052,891
Data Zone S01004029,1200,1305,1086,976,885,4963,1341,3095
Data Zone S01004030,498,717,476,970,263,2184,747,1104
Data Zone S01004031,1072,792,873,1593,1232,3587,1241,3993
Data Zone S01004032,411,546,609,420,312,891,914,2038
Data Zone S01004033,661,656,841,383,551,4875,1924,1345
Data Zone S01004034,2939,3092,2751,3184,2775,1869,2608,3246
Data Zone S01004035,1558,1396,2103,829,1290,5301,2202,1663
Data Zone S01004036,386,536,368,379,216,2953,1081,3968
Data Zone S01004037,2792,3411,2707,1891,2608,2284,2307,3350
Data Zone S01004038,991,1049,1052,510,981,5212,1726,2197
Data Zone S01004039,294,420,275,1688,68,2305,997,719
Data Zone S01004040,3177,3260,2668,3132,3926,1712,1885,5530
Data Zone S01004041,665,846,509,443,1573,4102,699,418
Data Zone S01004042,115,274,11,154,1288,3581,235,37
Data Zone S01004043,3462,4725,3399,2664,3610,794,1771,5828
Data Zone S01004044,237,237,133,496,431,3960,1136,3213
Data Zone S01004045,621,634,692,330,1024,1610,1486,3153
Data Zone S01004046,546,425,541,238,1710,6346,614,962
Data Zone S01004047,800,528,1032,1794,636,1475,1147,3893
Data Zone S01004048,1421,1296,1140,1168,2587,5066,1330,1311
Data Zone S01004049,2452,2725,2535,2218,2498,2021,1730,2440
Data Zone S01004050,225,91,256,1032,709,2761,380,703
Data Zone S01004051,163,107,140,394,652,2041,1119,2132
Data Zone S01004052,333,729,277,135,676,2212,1148,501
Data Zone S01004053,905,1111,670,807,2074,1538,1206,1504
Data Zone S01004054,1889,2891,1854,899,2485,1523,1705,2295
Data Zone S01004055,2524,3409,2241,2234,3169,1136,2059,2602
